family	gene	coordinates
ubiquitin	TraAM80_05548	6956-12317
ubiquitin	TraAM80_04812	40809-42366
ubiquitin	TraAM80_05538	26563-26980
ubiquitin	TraAM80_05085	23419-24814
UBM	TraAM80_05714	19435-31642
UCH	TraAM80_05202	6871-8545
UCH	TraAM80_08645	9234-11184
UCH	TraAM80_03251	50374-51412
UCH	TraAM80_04007	6672-8124
UCH	TraAM80_00280	6210-8376
UCH	TraAM80_05480	367-2557
UCH	TraAM80_05759	836-5270
UCH	TraAM80_07452	17832-19233
UCH	TraAM80_05681	26307-28632
UCH	TraAM80_03012	13232-17126
UCH	TraAM80_00137	112407-114672
UCH	TraAM80_02205	56455-58132
UCH	TraAM80_00847	28271-29594
UCH	TraAM80_02513	28511-29897
UCH	TraAM80_01232	67600-69082
UCH	TraAM80_02796	34827-36765
UCH	TraAM80_01232	67600-69082
UCH	TraAM80_02429	50061-50685
UDG	TraAM80_04532	40075-40702
UME	TraAM80_04693	22592-31151
UME	TraAM80_06629	19689-24489
UME	TraAM80_00544	103983-107418
UQ_con	TraAM80_09414	140-587
UQ_con	TraAM80_01946	13985-14450
UQ_con	TraAM80_07274	4513-4969
UQ_con	TraAM80_05604	5453-6068
UQ_con	TraAM80_08977	7121-7604
UQ_con	TraAM80_03332	32751-33438
UQ_con	TraAM80_06790	16641-17607
UQ_con	TraAM80_04215	15363-16074
UQ_con	TraAM80_04466	5856-6210
UQ_con	TraAM80_09031	9682-10288
UQ_con	TraAM80_04931	1565-2252
UQ_con	TraAM80_09309	4051-4540
UQ_con	TraAM80_00264	83362-83779
UQ_con	TraAM80_06090	13745-14927
UQ_con	TraAM80_01944	11995-12436
UQ_con	TraAM80_03017	33065-33560
USP7_C2	TraAM80_03251	50374-51412
USP7_ICP0_bdg	TraAM80_03012	13232-17126
USP7_ICP0_bdg	TraAM80_03251	50374-51412
VEFS-Box	TraAM80_03668	6741-8076
VIR_N	TraAM80_09095	9097-10603
VIR_N	TraAM80_09102	3983-5606
VIR_N	TraAM80_06229	12156-13191
Voldacs	TraAM80_00018	48734-49274
WD40	TraAM80_01804	31910-33179
WD40	TraAM80_07210	8783-10349
WD40	TraAM80_08833	4988-5945
WD40	TraAM80_05974	1895-2426
WD40	TraAM80_07540	12656-16226
WD40	TraAM80_05265	14097-16311
WD40	TraAM80_04534	42503-44294
WD40	TraAM80_03055	61765-63031
WD40	TraAM80_00064	137086-138466
WD40	TraAM80_04098	1307-3089
WD40	TraAM80_01761	2942-5789
WD40	TraAM80_00915	56041-57184
WD40	TraAM80_03741	3062-3932
WD40	TraAM80_08191	13670-15581
WD40	TraAM80_07768	541-2173
WD40	TraAM80_01512	12714-14043
WD40	TraAM80_03570	11268-12282
WD40	TraAM80_07242	15941-16802
WD40	TraAM80_08207	169-1504
WD40	TraAM80_05498	3843-8703
WD40	TraAM80_02896	42435-43197
WD40	TraAM80_00769	35687-43520
WD40	TraAM80_08304	14143-15751
WD40	TraAM80_04206	42539-42878
WD40	TraAM80_06368	21631-23431
WD40	TraAM80_06294	30576-32163
WD40	TraAM80_00230	127110-128544
WD40	TraAM80_04564	17619-19125
WD40	TraAM80_02779	50068-50449
WD40	TraAM80_01972	58565-61202
WD40	TraAM80_03352	21660-22770
WD40	TraAM80_01445	57261-58902
WD40	TraAM80_00369	71857-73543
WD40	TraAM80_03345	5701-7051
WD40	TraAM80_07829	4464-6801
WD40	TraAM80_07077	11650-12949
WD40	TraAM80_07060	2226-3564
WD40	TraAM80_07393	10989-11658
WD40	TraAM80_05199	729-1710
WD40	TraAM80_01430	13963-15607
WD40	TraAM80_08378	9938-12512
WD40	TraAM80_02825	37328-39134
WD40	TraAM80_04073	8674-11707
WD40	TraAM80_05060	9334-11158
WD40	TraAM80_06004	16211-17879
WD40	TraAM80_07366	8423-9497
WD40	TraAM80_07442	1339-2902
WD40	TraAM80_07041	16555-18691
WD40	TraAM80_08870	6702-8961
WD40	TraAM80_02464	41364-45474
WD40	TraAM80_07013	10453-11947
WD40	TraAM80_06580	4737-11004
WD40	TraAM80_03955	5339-7328
WD40	TraAM80_08306	843-2649
WD40	TraAM80_00825	80195-81164
WD40	TraAM80_00643	94522-96043
WD40	TraAM80_00479	76490-77753
WD40	TraAM80_02651	33057-34998
WD40	TraAM80_07122	16119-18567
WD40	TraAM80_00052	115588-116956
WD40	TraAM80_00780	80996-82148
WD40	TraAM80_08910	5192-5804
WD40	TraAM80_09699	4250-4844
WD40	TraAM80_09697	1635-2331
WD40	TraAM80_02294	36365-42563
WD40	TraAM80_00879	85980-87597
WD40	TraAM80_06928	5972-6785
WD40	TraAM80_06887	15273-19299
WD40	TraAM80_02343	55034-56159
WD40	TraAM80_00474	60116-65105
WD40	TraAM80_05622	8502-12144
WD40	TraAM80_07760	778-2053
WD40	TraAM80_09697	1635-2331
WD40	TraAM80_04832	30687-31737
WD40	TraAM80_00108	57614-58046
WD40	TraAM80_09985	1409-3329
WD40	TraAM80_01576	29385-30438
WD40	TraAM80_09696	2-1442
WD40	TraAM80_00317	83592-85599
WD40	TraAM80_02987	21967-26107
WD40	TraAM80_05410	16473-18363
WD40	TraAM80_07834	937-1873
WD40	TraAM80_05027	11869-14149
WD40	TraAM80_07762	3973-8380
WD40	TraAM80_05699	17362-18874
WD40	TraAM80_00619	36610-40636
WD40	TraAM80_05403	33122-38402
WD40	TraAM80_00872	74590-76402
WD40	TraAM80_09441	4515-6678
WD40	TraAM80_04476	21283-22066
WD40	TraAM80_00542	100975-102061
WD40	TraAM80_00330	106511-108194
WD40	TraAM80_03707	38427-40263
WD40	TraAM80_02934	50894-51941
WD40	TraAM80_04854	30364-31468
WD40	TraAM80_03975	42271-43267
WD40	TraAM80_08159	15300-16179
WD40	TraAM80_02895	41649-42264
WD40	TraAM80_06350	17865-24936
WD40	TraAM80_07755	16372-16813
WD40	TraAM80_04008	8620-13291
WD40	TraAM80_09357	529-1825
WD40	TraAM80_01343	2070-4743
WD40	TraAM80_05232	12267-16026
WD40	TraAM80_03850	46615-48451
WD40	TraAM80_02693	55482-58995
WD40	TraAM80_03932	3311-4946
WD40	TraAM80_03982	2976-3957
WD40	TraAM80_04785	2232-4929
WD40	TraAM80_05629	25354-26515
WD40	TraAM80_02043	47381-48236
WD40	TraAM80_01915	24608-28055
WD40	TraAM80_04552	45217-46222
WD40	TraAM80_07317	11774-16382
WD40	TraAM80_06531	18874-21313
WD40	TraAM80_05190	31928-32900
WD40	TraAM80_03514	14449-15850
WD40	TraAM80_08969	215-1922
WD40	TraAM80_04164	18197-27254
WD40	TraAM80_06868	3573-5622
WD40	TraAM80_04638	8054-8861
WD40	TraAM80_06820	19205-21896
WD40	TraAM80_01011	68851-73882
WD40	TraAM80_01099	2593-3889
WD40	TraAM80_01397	34512-38493
WD40	TraAM80_06317	23041-24376
WD40	TraAM80_00319	89135-90914
WD40	TraAM80_01427	6859-8623
WD40	TraAM80_07618	20502-21711
WD40	TraAM80_04848	15857-18368
WD40	TraAM80_05868	14114-18725
WD40	TraAM80_07356	14045-15785
WD40	TraAM80_06549	1036-1942
WD40	TraAM80_06496	3273-6681
WD40	TraAM80_00801	25437-27756
WGR	TraAM80_05228	6248-7247
WHIM1	TraAM80_00839	8999-10739
WHIM1	TraAM80_02457	27130-29968
WSD	TraAM80_02457	27130-29968
Wtap	TraAM80_03615	43535-45233
Wtap	TraAM80_09756	3243-4164
WW	TraAM80_10217	923-2885
WW	TraAM80_07418	12248-14393
WW	TraAM80_08393	801-2649
WW	TraAM80_01757	79060-79495
WW	TraAM80_04925	37392-37920
WW	TraAM80_02801	54642-58116
WW	TraAM80_00121	78212-80783
WW	TraAM80_07306	18517-22015
WW	TraAM80_04740	34327-35449
WW	TraAM80_03798	12716-14597
WW	TraAM80_08762	681-3435
WW	TraAM80_03684	47747-48704
WW	TraAM80_07286	4210-6835
WW	TraAM80_08261	723-1587
WW	TraAM80_00617	31203-33066
WW	TraAM80_00699	81277-83152
WW	TraAM80_05904	5197-7543
WW	TraAM80_03768	52191-53034
WW	TraAM80_05498	3843-8703
WWE	TraAM80_04564	17619-19125
YEATS	TraAM80_06229	12156-13191
YEATS	TraAM80_00606	10160-10793
Yippee-Mis18	TraAM80_03844	33176-33554
Yippee-Mis18	TraAM80_02225	25340-26099
YL1	TraAM80_03265	30370-31285
YL1	TraAM80_01674	55893-64356
YL1	TraAM80_00465	46938-47970
YL1	TraAM80_03144	7839-11589
YL1	TraAM80_01001	31957-33628
YqgF	TraAM80_08256	4559-9008
YqgF	TraAM80_09483	1490-4382
YTH	TraAM80_06040	12151-13498
zf-B_box	TraAM80_00496	14880-16230
zf-B_box	TraAM80_01998	48170-49787
zf-B_box	TraAM80_07120	10468-12985
zf-B_box	TraAM80_07117	4612-5866
zf-B_box	TraAM80_04859	43613-44171
zf-B_box	TraAM80_06131	1358-3617
zf-B_box	TraAM80_08535	10430-11273
zf-B_box	TraAM80_06076	5714-6503
zf-B_box	TraAM80_07521	12490-13630
zf-B_box	TraAM80_02413	9567-10401
zf-B_box	TraAM80_00355	26871-27240
zf-B_box	TraAM80_08302	6541-9649
zf-B_box	TraAM80_08439	7976-9491
zf-B_box	TraAM80_00023	56284-57394
zf-B_box	TraAM80_09028	5156-6230
zf-C2H2	TraAM80_03762	41609-42599
zf-C2H2	TraAM80_06484	13885-15076
zf-C2H2	TraAM80_05032	25396-34291
zf-C2H2	TraAM80_08366	14510-15458
zf-C2H2	TraAM80_00792	5603-7280
zf-C2H2	TraAM80_08167	14215-15169
zf-C2H2	TraAM80_02090	57822-59628
zf-C2H2	TraAM80_01997	45308-47354
zf-C2H2	TraAM80_07035	4456-6907
zf-C2H2	TraAM80_00179	38014-38590
zf-C2H2	TraAM80_09250	6510-8304
zf-C2H2	TraAM80_00511	49190-50774
zf-C2H2	TraAM80_01870	11447-13709
zf-C2H2	TraAM80_08967	5281-8512
zf-C2H2	TraAM80_05381	30249-31353
zf-C2H2	TraAM80_01193	82039-83170
zf-C2H2	TraAM80_01988	21880-22981
zf-C2H2	TraAM80_03417	17635-17983
zf-C2H2	TraAM80_00404	23248-24340
zf-C2H2	TraAM80_04270	35714-38942
zf-C2H2	TraAM80_03106	46629-47655
zf-C2H2_4	TraAM80_03762	41609-42599
zf-C2H2_4	TraAM80_00792	5603-7280
zf-C2H2_4	TraAM80_06484	13885-15076
zf-C2H2_4	TraAM80_03106	46629-47655
zf-C2H2_4	TraAM80_01988	21880-22981
zf-C2H2_4	TraAM80_05032	25396-34291
zf-C2H2_4	TraAM80_08167	14215-15169
zf-C2H2_4	TraAM80_08366	14510-15458
zf-C2H2_4	TraAM80_09250	6510-8304
zf-C2H2_4	TraAM80_02090	57822-59628
zf-C2H2_4	TraAM80_05381	30249-31353
zf-C2H2_4	TraAM80_03129	41757-43155
zf-C2H2_4	TraAM80_00511	49190-50774
zf-C2H2_4	TraAM80_01997	45308-47354
zf-C2H2_4	TraAM80_01193	82039-83170
zf-C2H2_4	TraAM80_00179	38014-38590
zf-C2H2_4	TraAM80_07035	4456-6907
zf-C2H2_4	TraAM80_00489	108284-110849
zf-C2H2_4	TraAM80_00674	45560-47090
zf-C2H2_6	TraAM80_03762	41609-42599
zf-C2H2_6	TraAM80_02090	57822-59628
zf-C2H2_6	TraAM80_06484	13885-15076
zf-C2H2_6	TraAM80_01997	45308-47354
zf-C2H2_6	TraAM80_08167	14215-15169
zf-C2H2_6	TraAM80_01988	21880-22981
zf-C2H2_6	TraAM80_00792	5603-7280
zf-C2H2_6	TraAM80_08366	14510-15458
zf-C2H2_jaz	TraAM80_03762	41609-42599
zf-C2H2_jaz	TraAM80_01988	21880-22981
zf-C2H2_jaz	TraAM80_00179	38014-38590
zf-C2H2_jaz	TraAM80_00404	23248-24340
zf-C2H2_jaz	TraAM80_08167	14215-15169
zf-C2H2_jaz	TraAM80_08624	11686-13219
zf-C2H2_jaz	TraAM80_05032	25396-34291
zf-C2H2_jaz	TraAM80_05320	649-2047
zf-C2H2_jaz	TraAM80_02406	58099-59935
zf-C2H2_jaz	TraAM80_00792	5603-7280
zf-C2H2_jaz	TraAM80_06484	13885-15076
zf-C3HC4	TraAM80_09524	5653-6298
zf-C3HC4	TraAM80_05227	4128-5739
zf-C3HC4	TraAM80_03789	42149-43316
zf-C3HC4	TraAM80_05579	35665-37306
zf-C3HC4	TraAM80_01998	48170-49787
zf-C3HC4	TraAM80_05305	16210-17098
zf-C3HC4	TraAM80_02425	42923-43889
zf-C3HC4	TraAM80_08197	11658-13035
zf-C3HC4	TraAM80_04437	43296-43998
zf-C3HC4	TraAM80_02726	60371-60986
zf-C3HC4	TraAM80_07777	16395-17670
zf-C3HC4	TraAM80_01526	31250-33785
zf-C3HC4	TraAM80_03533	54699-55134
zf-C3HC4	TraAM80_03708	40648-42073
zf-C3HC4	TraAM80_02259	30832-31348
zf-C3HC4	TraAM80_03916	21833-23402
zf-C3HC4	TraAM80_01563	10133-11324
zf-C3HC4	TraAM80_07183	7040-8141
zf-C3HC4	TraAM80_07921	977-3224
zf-C3HC4	TraAM80_06693	23116-24919
zf-C3HC4	TraAM80_06126	22726-23473
zf-C3HC4	TraAM80_06046	24093-25491
zf-C3HC4	TraAM80_02028	21822-23925
zf-C3HC4	TraAM80_09151	2655-3582
zf-C3HC4	TraAM80_05243	38346-38898
zf-C3HC4	TraAM80_00334	112329-113730
zf-C3HC4	TraAM80_09345	3142-3655
zf-C3HC4	TraAM80_06023	15185-16793
zf-C3HC4	TraAM80_08670	9664-10060
zf-C3HC4	TraAM80_06188	1849-4801
zf-C3HC4	TraAM80_05018	36757-37843
zf-C3HC4	TraAM80_06067	27706-29785
zf-C3HC4	TraAM80_05783	15907-16774
zf-C3HC4	TraAM80_00173	28618-29152
zf-C3HC4	TraAM80_00147	140333-142868
zf-C3HC4	TraAM80_00313	73472-74351
zf-C3HC4	TraAM80_09346	4279-4588
zf-C3HC4	TraAM80_08982	6766-8551
zf-C3HC4	TraAM80_06293	25348-29719
zf-C3HC4	TraAM80_10063	581-1142
zf-C3HC4	TraAM80_03512	11901-12780
zf-C3HC4	TraAM80_04841	3089-4127
zf-C3HC4_2	TraAM80_03789	42149-43316
zf-C3HC4_2	TraAM80_07777	16395-17670
zf-C3HC4_2	TraAM80_09524	5653-6298
zf-C3HC4_2	TraAM80_03533	54699-55134
zf-C3HC4_2	TraAM80_03916	21833-23402
zf-C3HC4_2	TraAM80_02726	60371-60986
zf-C3HC4_2	TraAM80_05305	16210-17098
zf-C3HC4_2	TraAM80_01526	31250-33785
zf-C3HC4_2	TraAM80_01998	48170-49787
zf-C3HC4_2	TraAM80_04437	43296-43998
zf-C3HC4_2	TraAM80_05579	35665-37306
zf-C3HC4_2	TraAM80_01563	10133-11324
zf-C3HC4_2	TraAM80_08197	11658-13035
zf-C3HC4_2	TraAM80_05243	38346-38898
zf-C3HC4_2	TraAM80_06046	24093-25491
zf-C3HC4_2	TraAM80_06693	23116-24919
zf-C3HC4_2	TraAM80_09345	3142-3655
zf-C3HC4_2	TraAM80_05227	4128-5739
zf-C3HC4_2	TraAM80_03708	40648-42073
zf-C3HC4_2	TraAM80_02259	30832-31348
zf-C3HC4_2	TraAM80_09151	2655-3582
zf-C3HC4_2	TraAM80_06126	22726-23473
zf-C3HC4_2	TraAM80_02028	21822-23925
zf-C3HC4_2	TraAM80_00334	112329-113730
zf-C3HC4_2	TraAM80_00147	140333-142868
zf-C3HC4_2	TraAM80_01044	52554-53619
zf-C3HC4_2	TraAM80_08670	9664-10060
zf-C3HC4_2	TraAM80_06188	1849-4801
zf-C3HC4_2	TraAM80_04149	35659-37459
zf-C3HC4_2	TraAM80_06023	15185-16793
zf-C3HC4_2	TraAM80_04035	17027-20978
zf-C3HC4_2	TraAM80_05783	15907-16774
zf-C3HC4_2	TraAM80_02425	42923-43889
zf-C3HC4_2	TraAM80_07183	7040-8141
zf-C3HC4_2	TraAM80_09346	4279-4588
zf-C3HC4_2	TraAM80_00140	119656-121678
zf-C3HC4_2	TraAM80_05900	44-482
zf-C3HC4_2	TraAM80_06067	27706-29785
zf-C3HC4_2	TraAM80_07921	977-3224
zf-C3HC4_2	TraAM80_02314	9100-10330
zf-C3HC4_2	TraAM80_05350	12960-16296
zf-C3HC4_2	TraAM80_03512	11901-12780
zf-C3HC4_2	TraAM80_04841	3089-4127
zf-C5HC2	TraAM80_01046	57581-58265
zf-CCCH	TraAM80_09013	6718-7789
zf-CCCH	TraAM80_00648	3978-5364
zf-CCCH	TraAM80_03169	2771-3473
zf-CCCH	TraAM80_01982	2010-2388
zf-CCCH	TraAM80_02921	25172-25694
zf-CCCH	TraAM80_01757	79060-79495
zf-CCCH	TraAM80_03900	46795-47512
zf-CCCH	TraAM80_09565	2572-5635
zf-CCCH	TraAM80_05036	762-1983
zf-CCCH	TraAM80_02729	1711-2992
zf-CCCH	TraAM80_01981	0-495
zf-CCCH	TraAM80_01532	43841-44690
zf-CCCH	TraAM80_01024	8611-10300
zf-CCCH	TraAM80_07549	4611-5328
zf-CCCH	TraAM80_03833	15801-17952
zf-CCCH	TraAM80_05206	12797-13628
zf-CCCH	TraAM80_01755	75186-75996
zf-CCCH	TraAM80_04925	37392-37920
zf-CCCH	TraAM80_02732	11748-12843
zf-CCCH	TraAM80_08846	325-3043
zf-CCCH	TraAM80_00521	63043-64363
zf-CCCH	TraAM80_01814	55715-56612
zf-CCCH	TraAM80_07643	19010-20555
zf-CCCH	TraAM80_01022	1752-3105
zf-CCCH	TraAM80_05189	30750-31686
zf-CCCH	TraAM80_07167	2886-3315
zf-CCCH	TraAM80_04444	6433-6814
zf-CCCH	TraAM80_00483	89020-90247
zf-CCCH	TraAM80_01023	4640-5600
zf-CCCH	TraAM80_03787	37397-38510
zf-CCCH	TraAM80_01590	52533-54942
zf-CCHC	TraAM80_09823	3232-3811
zf-CCHC	TraAM80_09224	0-367
zf-CCHC	TraAM80_04192	20096-21575
zf-CCHC	TraAM80_00591	84764-85928
zf-CCHC	TraAM80_09013	6718-7789
zf-CCHC	TraAM80_03169	2771-3473
zf-CCHC	TraAM80_07133	7400-8717
zf-CCHC	TraAM80_01285	61552-67453
zf-CCHC	TraAM80_00191	54627-55701
zf-CCHC	TraAM80_03684	47747-48704
zf-CCHC	TraAM80_06553	9737-12395
zf-CCHC	TraAM80_00598	94949-96029
zf-CCHC	TraAM80_05570	11367-11742
zf-CCHC	TraAM80_02189	13669-15235
zf-CCHC	TraAM80_08803	2269-4132
zf-CCHC_6	TraAM80_09224	0-367
zf-CCHC_6	TraAM80_00591	84764-85928
zf-CW	TraAM80_00605	6949-9184
zf-FCS	TraAM80_08581	1619-5372
zf-H2C2_2	TraAM80_03106	46629-47655
zf-H2C2_2	TraAM80_02090	57822-59628
zf-H2C2_2	TraAM80_03762	41609-42599
zf-H2C2_2	TraAM80_06484	13885-15076
zf-H2C2_2	TraAM80_08167	14215-15169
zf-H2C2_2	TraAM80_06214	21314-21719
zf-H2C2_2	TraAM80_03333	34009-36406
zf-H2C2_2	TraAM80_00468	54340-54694
zf-H2C2_2	TraAM80_05032	25396-34291
zf-HC5HC2H	TraAM80_00923	68849-69266
zf-HC5HC2H	TraAM80_00036	83190-84432
zf-HC5HC2H	TraAM80_00552	6652-7771
zf-HC5HC2H	TraAM80_05243	38346-38898
zf-HC5HC2H	TraAM80_03722	17992-18343
zf-HC5HC2H	TraAM80_03708	40648-42073
zf-HC5HC2H	TraAM80_07847	11137-11689
zf-HC5HC2H_2	TraAM80_00923	68849-69266
zf-HC5HC2H_2	TraAM80_00036	83190-84432
zf-HC5HC2H_2	TraAM80_05243	38346-38898
zf-HC5HC2H_2	TraAM80_00552	6652-7771
zf-HC5HC2H_2	TraAM80_07325	4902-6261
zf-HC5HC2H_2	TraAM80_03710	45948-49104
zf-HIT	TraAM80_07167	2886-3315
zf-HIT	TraAM80_03002	60504-61020
zf-HIT	TraAM80_04859	43613-44171
zf-HIT	TraAM80_04804	16150-18709
zf-HIT	TraAM80_09743	909-1749
zf-HIT	TraAM80_01405	55975-57325
zf-HIT	TraAM80_00501	25560-27252
zf-HIT	TraAM80_09028	5156-6230
zf-met	TraAM80_03762	41609-42599
zf-met	TraAM80_00179	38014-38590
zf-met	TraAM80_08624	11686-13219
zf-met	TraAM80_01988	21880-22981
zf-met	TraAM80_02383	4442-4967
zf-met	TraAM80_05381	30249-31353
zf-met	TraAM80_05320	649-2047
zf-met	TraAM80_06484	13885-15076
zf-met	TraAM80_00404	23248-24340
zf-MYND	TraAM80_08840	4018-5479
zf-MYND	TraAM80_04495	8838-9345
zf-MYND	TraAM80_01096	87948-90453
zf-MYND	TraAM80_00640	88087-90325
zf-MYND	TraAM80_00501	25560-27252
zf-MYND	TraAM80_08289	14288-15578
zf-MYND	TraAM80_00453	24117-25302
zf-MYND	TraAM80_02250	15654-17445
zf-MYND	TraAM80_06808	1603-2155
zf-MYND	TraAM80_04804	16150-18709
zf-MYND	TraAM80_06738	8974-11071
zf-MYND	TraAM80_00805	34661-36491
zf-MYND	TraAM80_03002	60504-61020
zf-MYND	TraAM80_00868	66692-71519
zf-MYND	TraAM80_03718	8231-12227
zf-PARP	TraAM80_06188	1849-4801
zf-RanBP	TraAM80_07242	15941-16802
zf-RanBP	TraAM80_04518	11102-12773
zf-RanBP	TraAM80_04716	37999-39619
zf-RanBP	TraAM80_06076	5714-6503
zf-RanBP	TraAM80_00840	11347-13015
zf-RanBP	TraAM80_08339	13704-14589
zf-RanBP	TraAM80_05449	13875-15300
zf-RanBP	TraAM80_00365	57214-66163
zf-RanBP	TraAM80_02283	12963-15498
zf-RanBP	TraAM80_02802	58849-61822
zf-RanBP	TraAM80_06374	1226-1709
zf-RanBP	TraAM80_06569	14907-16986
zf-RanBP	TraAM80_04716	37999-39619
zf-RanBP	TraAM80_06910	3274-6211
zf-RanBP	TraAM80_04945	30861-32559
zf-RanBP	TraAM80_05232	12267-16026
zf-RanBP	TraAM80_05759	836-5270
zf-RanBP	TraAM80_06233	24023-30119
zf-RanBP	TraAM80_03088	60670-61630
zf-rbx1	TraAM80_08670	9664-10060
zf-rbx1	TraAM80_09345	3142-3655
zf-rbx1	TraAM80_09346	4279-4588
zf-rbx1	TraAM80_04437	43296-43998
zf-rbx1	TraAM80_03789	42149-43316
zf-rbx1	TraAM80_03916	21833-23402
zf-rbx1	TraAM80_06046	24093-25491
zf-rbx1	TraAM80_06693	23116-24919
zf-rbx1	TraAM80_09151	2655-3582
zf-rbx1	TraAM80_01563	10133-11324
zf-rbx1	TraAM80_02726	60371-60986
zf-rbx1	TraAM80_05305	16210-17098
zf-rbx1	TraAM80_05243	38346-38898
zf-rbx1	TraAM80_06023	15185-16793
zf-rbx1	TraAM80_00147	140333-142868
zf-rbx1	TraAM80_07777	16395-17670
zf-rbx1	TraAM80_03708	40648-42073
zf-rbx1	TraAM80_04035	17027-20978
zf-rbx1	TraAM80_09524	5653-6298
zf-rbx1	TraAM80_06188	1849-4801
zf-rbx1	TraAM80_00004	9449-11756
zf-rbx1	TraAM80_08197	11658-13035
zf-rbx1	TraAM80_05227	4128-5739
zf-rbx1	TraAM80_04149	35659-37459
zf-rbx1	TraAM80_07325	4902-6261
zf-rbx1	TraAM80_05350	12960-16296
zf-rbx1	TraAM80_00313	73472-74351
zf-rbx1	TraAM80_07183	7040-8141
zf-rbx1	TraAM80_05534	13707-16170
zf-rbx1	TraAM80_05783	15907-16774
zf-RING_2	TraAM80_03789	42149-43316
zf-RING_2	TraAM80_02726	60371-60986
zf-RING_2	TraAM80_05783	15907-16774
zf-RING_2	TraAM80_06693	23116-24919
zf-RING_2	TraAM80_04437	43296-43998
zf-RING_2	TraAM80_03916	21833-23402
zf-RING_2	TraAM80_05243	38346-38898
zf-RING_2	TraAM80_06023	15185-16793
zf-RING_2	TraAM80_05305	16210-17098
zf-RING_2	TraAM80_09524	5653-6298
zf-RING_2	TraAM80_09151	2655-3582
zf-RING_2	TraAM80_03708	40648-42073
zf-RING_2	TraAM80_04149	35659-37459
zf-RING_2	TraAM80_06046	24093-25491
zf-RING_2	TraAM80_09345	3142-3655
zf-RING_2	TraAM80_01563	10133-11324
zf-RING_2	TraAM80_01044	52554-53619
zf-RING_2	TraAM80_03533	54699-55134
zf-RING_2	TraAM80_07183	7040-8141
zf-RING_2	TraAM80_08197	11658-13035
zf-RING_2	TraAM80_05227	4128-5739
zf-RING_2	TraAM80_07777	16395-17670
zf-RING_2	TraAM80_00334	112329-113730
zf-RING_2	TraAM80_06188	1849-4801
zf-RING_2	TraAM80_09346	4279-4588
zf-RING_2	TraAM80_02425	42923-43889
zf-RING_2	TraAM80_05579	35665-37306
zf-RING_2	TraAM80_05018	36757-37843
zf-RING_2	TraAM80_02259	30832-31348
zf-RING_2	TraAM80_04035	17027-20978
zf-RING_2	TraAM80_08670	9664-10060
zf-RING_2	TraAM80_00313	73472-74351
zf-RING_2	TraAM80_06126	22726-23473
zf-RING_2	TraAM80_05534	13707-16170
zf-RING_2	TraAM80_01526	31250-33785
zf-RING_2	TraAM80_07921	977-3224
zf-RING_2	TraAM80_03321	4514-6770
zf-RING_2	TraAM80_01998	48170-49787
zf-RING_2	TraAM80_08743	7705-9154
zf-RING_2	TraAM80_04841	3089-4127
zf-RING_2	TraAM80_00147	140333-142868
zf-RING_2	TraAM80_06067	27706-29785
zf-RING_2	TraAM80_05021	41652-42669
zf-RING_2	TraAM80_08419	11447-12863
zf-RING_2	TraAM80_02314	9100-10330
zf-RING_2	TraAM80_02028	21822-23925
zf-RING_2	TraAM80_09352	1027-3100
zf-RING_2	TraAM80_04795	33323-36338
zf-RING_2	TraAM80_02239	65151-66432
zf-RING_2	TraAM80_05350	12960-16296
zf-RING_2	TraAM80_00598	94949-96029
zf-RING_5	TraAM80_05783	15907-16774
zf-RING_5	TraAM80_09524	5653-6298
zf-RING_5	TraAM80_03708	40648-42073
zf-RING_5	TraAM80_06046	24093-25491
zf-RING_5	TraAM80_04437	43296-43998
zf-RING_5	TraAM80_03789	42149-43316
zf-RING_5	TraAM80_05305	16210-17098
zf-RING_5	TraAM80_07777	16395-17670
zf-RING_5	TraAM80_03533	54699-55134
zf-RING_5	TraAM80_01526	31250-33785
zf-RING_5	TraAM80_02726	60371-60986
zf-RING_5	TraAM80_01563	10133-11324
zf-RING_5	TraAM80_08197	11658-13035
zf-RING_5	TraAM80_05227	4128-5739
zf-RING_5	TraAM80_02425	42923-43889
zf-RING_5	TraAM80_07183	7040-8141
zf-RING_5	TraAM80_09151	2655-3582
zf-RING_5	TraAM80_05243	38346-38898
zf-RING_5	TraAM80_03916	21833-23402
zf-RING_5	TraAM80_01998	48170-49787
zf-RING_5	TraAM80_02259	30832-31348
zf-RING_5	TraAM80_05579	35665-37306
zf-RING_5	TraAM80_06693	23116-24919
zf-RING_5	TraAM80_06188	1849-4801
zf-RING_5	TraAM80_02028	21822-23925
zf-RING_5	TraAM80_03512	11901-12780
zf-RING_5	TraAM80_08743	7705-9154
zf-RING_5	TraAM80_06023	15185-16793
zf-RING_5	TraAM80_06126	22726-23473
zf-RING_5	TraAM80_09345	3142-3655
zf-RING_5	TraAM80_07921	977-3224
zf-RING_5	TraAM80_04795	33323-36338
zf-RING_5	TraAM80_09246	7714-8749
zf-RING_5	TraAM80_06067	27706-29785
zf-RING_5	TraAM80_01044	52554-53619
zf-RING_5	TraAM80_06293	25348-29719
zf-RING_5	TraAM80_05018	36757-37843
zf-RING_5	TraAM80_05907	9660-10932
zf-RING_5	TraAM80_04841	3089-4127
zf-RING_5	TraAM80_00598	94949-96029
zf-RING_5	TraAM80_04035	17027-20978
zf-RING_5	TraAM80_09346	4279-4588
zf-RING_5	TraAM80_08670	9664-10060
zf-RING_5	TraAM80_00147	140333-142868
